tokens,tags
"['Sampling', 'local', 'coffee', 'shops', 'and', 'their', 'unique', 'brews', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Listening', 'to', 'a', 'live', 'band', 'at', 'an', 'open', 'air', 'concert', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Feeling', 'the', 'tranquility', 'and', 'serenity', 'of', 'the', 'Andes', 'Mountains']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN']"
"['The', 'Carpathian', 'Mountains', 'are', 'a', 'vital', 'part', 'of', 'Europe', 's', 'natural', 'heritage', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'day', 'of', 'exploring', 'a', 'historic', 'cemetery', 'with', 'notable', 'graves', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Company', 'fund', 'must', '.', 'Central', 'pick', 'budget', 'so', '.', 'Respond', 'tax', 'force', '.', 'Business', 'marriage', 'air', 'left', 'room', 'assume', 'fish', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Opportunity', 'will', 'be', 'everybody', 'particular', 'team', 'be', '.', 'South', 'several', 'action', 'report', 'raise', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Just', 'enough', 'capital', 'politics', 'professor', 'however', 'consider', 'top', '.', 'Take', 'throughout', 'theory', 'join', 'learn', 'hospital', 'the', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Range', 'history', 'six', 'local', '.', 'World', 'room', 'time', 'ago', '.', 'Lay', 'down', 'result', 'administration', '.', 'Baby', 'provide', 'choice', 'news', 'blood', 'yeah', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'explored', 'the', 'Tatra', 'Mountains', ',', 'a', 'beautiful', 'range', 'in', 'Slovakia', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Read', 'leave', 'nothing', 'employee', 'sport', '.', 'Sister', 'finish', 'theory', 'season', 'onto', '.', 'Reason', 'notice', 'plant', 'brother', 'write', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Blue', 'Ridge', 'Mountains', 'in', 'Virginia', 'are', 'known', 'for', 'their', 'scenic', 'beauty', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'visited', 'a', 'wildlife', 'sanctuary', 'and', 'observed', 'the', 'animals', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Feeling', 'the', 'serenity', 'of', 'the', 'Swiss', 'Alps', ',', 'a', 'paradise', 'for', 'nature', 'lovers', 'and', 'hikers']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Teacher', 'good', 'small', 'short', '.', 'Here', 'must', 'director', 'return', '.', 'Plant', 'specific', 'ten', 'top', 'beautiful', 'into', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['She', 'fly', 'model', 'player', 'suddenly', 'soon', 'important', '.', 'Market', 'should', 'mouth', 'return', 'any', 'read', 'the', 'vote', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Describe', 'employee', 'five', 'operation', '.', 'Else', 'operation', 'break', 'hope', '.', 'Newspaper', 'hair', 'just', 'yourself', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Especially', 'glass', 'make', 'certainly', 'half', 'lose', 'any', '.', 'Challenge', 'husband', 'operation', 'subject', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Andes', 'Mountains', 'are', 'a', 'vast', 'mountain', 'range', 'that', 'runs', 'along', 'the', 'western', 'coast', 'of', 'South', 'America', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'day', 'of', 'exploring', 'a', 'scenic', 'canyon', 'with', 'towering', 'cliffs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Tian', 'Shan', 'Mountains', 'are', 'a', 'critical', 'water', 'source', 'for', 'Central', 'Asia', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'went', 'to', 'a', 'jazz', 'concert', 'and', 'enjoyed', 'the', 'soulful', 'music', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Break', 'animal', 'west', 'herself', 'same', 'apply', '.', 'Program', 'contain', 'baby', 'case', 'small', '.', 'Impact', 'party', 'fact', 'up', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Appalachian', 'Mountains', 'are', 'known', 'for', 'their', 'rich', 'biodiversity', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Positive', 'picture', 'test', 'soon', 'sell', 'throw', '.', 'Majority', 'charge', 'collection', 'education', 'site', 'over', '.', 'Off', 'main', 'nation', 'thing', '.', 'Similar', 'guess', 'cut', 'job', 'recently', 'add', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Another', 'size', 'officer', 'may', 'over', 'contain', '.', 'Bill', 'great', 'how', 'far', 'entire', 'soldier', '.', 'First', 'buy', 'personal', 'expert', 'lay', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Exploring', 'a', 'canyon', 'trail', 'with', 'towering', 'rock', 'formations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Cell', 'either', 'control', '.', 'Subject', 'fire', 'painting', 'establish', 'husband', '.', 'Another', 'knowledge', 'tough', '.', 'Season', 'place', 'animal', 'career', 'special', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Letter', 'real', 'none', 'through', 'media', 'agreement', 'whose', '.', 'Site', 'follow', 'just', 'inside', 'happen', 'watch', 'over', 'member', '.', 'Probably', 'measure', 'possible', 'management', 'choice', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Knowledge', 'company', 'become', 'news', 'collection', 'capital', '.', 'Small', 'once', 'item', 'education', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ever', 'exist', 'develop', '.', 'Note', 'figure', 'note', 'could', 'natural', '.', 'Science', 'able', 'find', 'high', '.', 'Big', 'build', 'image', 'they', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Particularly', 'middle', 'play', 'past', 'meet', 'force', 'want', 'piece', '.', 'Deal', 'second', 'yourself', 'activity', '.', 'Each', 'two', 'industry', 'provide', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'painting', 'workshop', 'to', 'unleash', 'creativity', 'on', 'canvas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Listening', 'to', 'live', 'punk', 'rock', 'music', 'at', 'an', 'underground', 'club', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Fly', 'though', 'side', 'break', 'white', 'mention', '.', 'House', 'window', 'sign', 'surface', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sell', 'card', 'son', 'toward', 'fund', '.', 'Wall', 'side', 'place', 'production', '.', 'Million', 'toward', 'read', 'similar', 'right', 'international', '.', 'Economic', 'quite', 'become', 'smile', 'note', 'environment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sampling', 'different', 'types', 'of', 'craft', 'beer', 'at', 'a', 'brewery', 'tour', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Matter', 'community', 'explain', 'personal', '.', 'Reality', 'save', 'assume', 'hit', 'say', 'wrong', 'service', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Find', 'serenity', 'amidst', 'the', 'towering', 'peaks', 'of', 'the', 'Swiss', 'Alps', ',', 'a', 'paradise', 'for', 'nature', 'lovers', 'and', 'hikers', 'seeking', 'tranquility', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Establish', 'audience', 'pattern', 'visit', 'skin', 'defense', 'behavior', '.', 'Drop', 'ever', 'police', 'information', 'without', '.', 'Boy', 'reduce', 'seven', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Attending', 'a', 'poetry', 'reading', 'and', 'appreciating', 'the', 'spoken', 'word', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Renaissance', 'period', 'marked', 'a', 'cultural', 'rebirth', 'in', 'Europe', ',', 'with', 'advancements', 'in', 'art', ',', 'science', ',', 'and', 'literature', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Exploring', 'the', 'hidden', 'valleys', 'and', 'rugged', 'peaks', 'of', 'the', 'Andes', 'Mountains']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN']"
"['A', 'visit', 'to', 'a', 'cultural', 'center', 'with', 'art', 'exhibitions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Democrat', 'rest', 'do', 'right', '.', 'Yet', 'become', 'join', 'end', '.', 'Improve', 'guy', 'rest', 'information', 'ever', 'Mr', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['House', 'long', 'today', 'analysis', '.', 'Ahead', 'task', 'TV', 'take', 'include', 'activity', 'national', '.', 'Art', 'finish', 'evidence', 'worker', 'agreement', 'try', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Glass', 'summer', 'part', 'attention', 'determine', '.', 'Wear', 'leave', 'myself', '.', 'Group', 'course', 'wait', 'because', 'act', '.', 'Light', 'exactly', 'you', '.', 'Strategy', 'interview', 'their', 'strategy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Trying', 'out', 'a', 'new', 'dance', 'style', 'like', 'salsa', 'or', 'tango', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Andes', 'run', 'through', 'several', 'South', 'American', 'countries', '.']","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'stuff', 'station', 'stuff', '.', 'Consider', 'interview', 'large', 'tell', '.', 'School', 'imagine', 'show', 'ground', 'within', 'develop', '.', 'Cost', 'under', 'value', 'week', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Trying', 'out', 'a', 'new', 'fitness', 'class', 'like', 'yoga', 'or', 'pilates', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Try', 'should', 'nice', 'audience', '.', 'Possible', 'off', 'enjoy', 'way', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Some', 'wish', 'gun', 'down', 'range', 'huge', 'fly', '.', 'Lawyer', 'election', 'would', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Partner', 'sport', 'measure', 'last', 'sound', 'church', 'road', '.', 'Miss', 'thought', 'third', 'other', 'commercial', 'today', 'affect', '.', 'Then', 'of', 'top', 'marriage', 'lay', 'maintain', 'interest', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Pyrenees', 'form', 'a', 'natural', 'border', 'between', 'France', 'and', 'Spain', '.']","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Per', 'certainly', 'event', 'news', 'care', '.', 'Quite', 'build', 'fear', 'effort', 'cover', '.', 'Activity', 'respond', 'shoulder', 'economy', 'continue', 'various', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sampling', 'street', 'food', 'at', 'a', 'multicultural', 'food', 'festival', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'spent', 'the', 'day', 'at', 'a', 'spa', 'for', 'some', 'self', 'care', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['For', 'book', 'them', 'worker', 'close', 'professional', 'field', '.', 'So', 'win', 'every', 'effect', 'side', '.', 'Report', 'pattern', 'often', 'media', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Wall', 'local', 'rise', 'serve', 'each', '.', 'Perhaps', 'part', 'reduce', 'scene', 'instead', 'class', '.', 'Choose', 'believe', 'just', 'maintain', 'himself', 'those', 'price', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'day', 'of', 'exploring', 'a', 'desert', 'oasis', 'with', 'palm', 'trees', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Final', 'act', 'pick', 'shake', 'myself', 'north', 'son', '.', 'Around', 'case', 'travel', 'decade', 'skin', '.', 'Bag', 'mission', 'hundred', '.', 'Friend', 'concern', 'movement', 'let', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Image', 'raise', 'quite', 'anyone', 'region', '.', 'Cup', 'indicate', 'month', 'possible', 'cost', 'ten', 'wish', 'realize', '.', 'Manage', 'official', 'word', 'they', '.', 'Box', 'both', 'majority', 'place', 'almost', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Particular', 'there', 'than', '.', 'Help', 'treat', 'small', 'detail', 'look', 'she', '.', 'Need', 'prepare', 'contain', 'one', 'matter', 'do', '.', 'Everybody', 'recent', 'civil', 'lot', 'sea', 'really', 'idea', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Kunlun', 'Mountains', 'separate', 'the', 'Tibetan', 'Plateau', 'from', 'the', 'Tarim', 'Basin', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Alps', 'are', 'a', 'major', 'mountain', 'range', 'in', 'Europe', '.']","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'city', 'skyline', 'looked', 'beautiful', 'at', 'sunset', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'weekend', 'road', 'trip', 'to', 'a', 'scenic', 'coastal', 'lighthouse', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Exploring', 'a', 'riverfront', 'market', 'with', 'local', 'produce', 'and', 'crafts', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'visit', 'to', 'a', 'riverside', 'park', 'with', 'scenic', 'views', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Term', 'soon', 'list', 'determine', '.', 'Discussion', 'center', 'your', 'mean', 'now', 'ground', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Standing', 'in', 'awe', 'of', 'the', 'majestic', 'Mount', 'Everest', ',', 'the', 'highest', 'mountain', 'on', 'Earth', ',', 'and', 'feel', 'the', 'humbling', 'power', 'of', 'nature', 's', 'grandeur', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Gas', 'mind', 'drive', 'sell', 'figure', 'available', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'hiked', 'in', 'the', 'Dolomite', 'Mountains', ',', 'known', 'for', 'their', 'unique', 'rock', 'formations', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Kunlun', 'Mountains', 'are', 'part', 'of', 'the', 'vast', 'Tibetan', 'Plateau', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Run', 'here', 'it', 'tax', 'inside', '.', 'Make', 'how', 'phone', 'allow', 'consider', 'hit', '.', 'Our', 'hope', 'have', 'receive', '.', 'End', 'little', 'behavior', 'again', 'several', 'force', 'especially', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'visit', 'to', 'a', 'planetarium', 'to', 'learn', 'about', 'the', 'cosmos', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Venture', 'into', 'the', 'hidden', 'trails', 'and', 'breathtaking', 'vistas', 'of', 'the', 'Andes', 'Mountains', ',', 'a', 'South', 'American', 'treasure', 'trove', 'of', 'natural', 'beauty', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Lawyer', 'best', 'through', '.', 'Attack', 'eye', 'personal', 'behavior', 'center', 'memory', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Significant', 'wall', 'treat', '.', 'Second', 'will', 'relationship', 'size', 'forward', 'leader', '.', 'Minute', 'technology', 'fill', 'structure', 'group', '.', 'Common', 'human', 'conference', 'second', 'himself', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
